site,component_id,candidates,selected,rejected,stalemate,reason,selector_mode,selector_tie_policy
21,18,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
21,19,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
21,20,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
21,21,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
21,22,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
21,23,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
21,24,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
22,0,"[""choice_A_10"", ""choice_B_10""]","[""choice_A_10""]","[""choice_B_10""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,1,"[""choice_A_18""]","[""choice_A_18""]",[],False,singleton_component_selected,greedy,lexicographic
22,2,"[""choice_A_20""]","[""choice_A_20""]",[],False,singleton_component_selected,greedy,lexicographic
22,3,"[""choice_A_22"", ""choice_B_22""]","[""choice_A_22""]","[""choice_B_22""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,4,"[""choice_A_3""]","[""choice_A_3""]",[],False,singleton_component_selected,greedy,lexicographic
22,5,"[""choice_A_5""]","[""choice_A_5""]",[],False,singleton_component_selected,greedy,lexicographic
22,6,"[""choice_A_8"", ""choice_B_8""]","[""choice_A_8""]","[""choice_B_8""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,7,"[""choice_B_7""]","[""choice_B_7""]",[],False,singleton_component_selected,greedy,lexicographic
22,8,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
22,9,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
22,10,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
22,11,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
22,12,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
22,13,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
22,14,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
22,15,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
22,16,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
22,17,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
22,18,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
22,19,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
22,20,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
22,21,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
22,22,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
22,23,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
22,24,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
22,25,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
22,26,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
23,0,"[""choice_A_10"", ""choice_B_10""]","[""choice_A_10""]","[""choice_B_10""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,1,"[""choice_A_18""]","[""choice_A_18""]",[],False,singleton_component_selected,greedy,lexicographic
23,2,"[""choice_A_20""]","[""choice_A_20""]",[],False,singleton_component_selected,greedy,lexicographic
23,3,"[""choice_A_22"", ""choice_B_22""]","[""choice_A_22""]","[""choice_B_22""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,4,"[""choice_A_3""]","[""choice_A_3""]",[],False,singleton_component_selected,greedy,lexicographic
23,5,"[""choice_A_5""]","[""choice_A_5""]",[],False,singleton_component_selected,greedy,lexicographic
23,6,"[""choice_A_8"", ""choice_B_8""]","[""choice_A_8""]","[""choice_B_8""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,7,"[""choice_B_7""]","[""choice_B_7""]",[],False,singleton_component_selected,greedy,lexicographic
23,8,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
23,9,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
23,10,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
23,11,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
23,12,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
23,13,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
23,14,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
23,15,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
23,16,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
23,17,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
23,18,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
23,19,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
23,20,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
23,21,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
23,22,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
23,23,"[""renewal_23""]","[""renewal_23""]",[],False,singleton_component_selected,greedy,lexicographic
23,24,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
23,25,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
23,26,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
23,27,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
24,0,"[""choice_A_10"", ""choice_B_10""]","[""choice_A_10""]","[""choice_B_10""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,1,"[""choice_A_18""]","[""choice_A_18""]",[],False,singleton_component_selected,greedy,lexicographic
24,2,"[""choice_A_20""]","[""choice_A_20""]",[],False,singleton_component_selected,greedy,lexicographic
24,3,"[""choice_A_22"", ""choice_B_22""]","[""choice_A_22""]","[""choice_B_22""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,4,"[""choice_A_3""]","[""choice_A_3""]",[],False,singleton_component_selected,greedy,lexicographic
24,5,"[""choice_A_5""]","[""choice_A_5""]",[],False,singleton_component_selected,greedy,lexicographic
24,6,"[""choice_A_8"", ""choice_B_8""]","[""choice_A_8""]","[""choice_B_8""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,7,"[""choice_B_7""]","[""choice_B_7""]",[],False,singleton_component_selected,greedy,lexicographic
24,8,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
24,9,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
24,10,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
24,11,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
24,12,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
24,13,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
24,14,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
24,15,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
24,16,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
24,17,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
24,18,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
24,19,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
24,20,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
24,21,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
24,22,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
24,23,"[""renewal_23""]","[""renewal_23""]",[],False,singleton_component_selected,greedy,lexicographic
24,24,"[""renewal_24""]","[""renewal_24""]",[],False,singleton_component_selected,greedy,lexicographic
24,25,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
24,26,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
24,27,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
24,28,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
