mode,family_semantics,severity,threshold_fraction,support_width,samples,mean_weighted_native_overlap,mean_induced_certificate_correlation,certification_rescue_rate,mean_support_overlap,mean_frontier_overlap,mean_orientation_overlap,mean_ledger_overlap,mean_causal_past_overlap,mean_bdg_kernel_overlap,mean_firewall_overlap
orientation_degradation,at_least_k,0.5,0.25,3,476,0.423733,0.423733,0.344538,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
orientation_degradation,at_least_k,0.5,0.25,4,440,0.420024,0.420024,0.313636,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
orientation_degradation,at_least_k,0.5,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,0.5,2,430,0.435563,0.435563,0.190698,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,at_least_k,0.5,0.5,3,476,0.565849,0.565849,0.178571,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,at_least_k,0.5,0.5,4,440,0.508639,0.508639,0.238636,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
orientation_degradation,at_least_k,0.5,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,0.75,4,440,0.649869,0.649869,0.175,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,at_least_k,0.5,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.5,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.25,2,430,0.435563,0.435563,0.17907,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,at_least_k,0.75,0.25,3,476,0.423733,0.423733,0.317227,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
orientation_degradation,at_least_k,0.75,0.25,4,440,0.420024,0.420024,0.445455,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
orientation_degradation,at_least_k,0.75,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.5,2,430,0.435563,0.435563,0.17907,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,at_least_k,0.75,0.5,3,476,0.565849,0.565849,0.189076,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,at_least_k,0.75,0.5,4,440,0.508639,0.508639,0.397727,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
orientation_degradation,at_least_k,0.75,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,0.75,4,440,0.649869,0.649869,0.184091,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,at_least_k,0.75,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,0.75,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,at_least_k,1.0,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
orientation_degradation,at_least_k,1.0,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
orientation_degradation,at_least_k,1.0,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,at_least_k,1.0,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,at_least_k,1.0,0.5,4,440,0.508639,0.508639,0.0,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
orientation_degradation,at_least_k,1.0,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,at_least_k,1.0,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,at_least_k,1.0,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.0,0.25,3,476,0.280842,0.280842,0.0,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131
orientation_degradation,augmented_exact_k,0.0,0.25,4,440,0.223694,0.223694,0.0,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908
orientation_degradation,augmented_exact_k,0.0,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.0,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,augmented_exact_k,0.0,0.5,4,440,0.420445,0.420445,0.0,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732
orientation_degradation,augmented_exact_k,0.0,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,augmented_exact_k,0.0,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.0,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.25,2,430,0.435563,0.435563,0.130233,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.25,0.25,3,476,0.280842,0.280842,0.176471,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131
orientation_degradation,augmented_exact_k,0.25,0.25,4,440,0.223694,0.223694,0.186364,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908
orientation_degradation,augmented_exact_k,0.25,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.5,2,430,0.435563,0.435563,0.130233,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.25,0.5,3,476,0.565849,0.565849,0.117647,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,augmented_exact_k,0.25,0.5,4,440,0.420445,0.420445,0.156818,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732
orientation_degradation,augmented_exact_k,0.25,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,0.75,4,440,0.649869,0.649869,0.093182,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,augmented_exact_k,0.25,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.25,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.25,2,430,0.435563,0.435563,0.190698,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.5,0.25,3,476,0.280842,0.280842,0.264706,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131
orientation_degradation,augmented_exact_k,0.5,0.25,4,440,0.223694,0.223694,0.345455,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908
orientation_degradation,augmented_exact_k,0.5,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.5,2,430,0.435563,0.435563,0.190698,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.5,0.5,3,476,0.565849,0.565849,0.178571,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,augmented_exact_k,0.5,0.5,4,440,0.420445,0.420445,0.304545,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732
orientation_degradation,augmented_exact_k,0.5,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,0.75,4,440,0.649869,0.649869,0.175,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,augmented_exact_k,0.5,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.5,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.25,2,430,0.435563,0.435563,0.17907,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.75,0.25,3,476,0.280842,0.280842,0.355042,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131
orientation_degradation,augmented_exact_k,0.75,0.25,4,440,0.223694,0.223694,0.379545,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908
orientation_degradation,augmented_exact_k,0.75,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.5,2,430,0.435563,0.435563,0.17907,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,0.75,0.5,3,476,0.565849,0.565849,0.189076,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,augmented_exact_k,0.75,0.5,4,440,0.420445,0.420445,0.352273,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732
orientation_degradation,augmented_exact_k,0.75,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,0.75,4,440,0.649869,0.649869,0.184091,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,augmented_exact_k,0.75,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,0.75,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,1.0,0.25,3,476,0.280842,0.280842,0.0,0.166667,0.166667,0.166667,0.522192,0.324653,0.316118,0.370131
orientation_degradation,augmented_exact_k,1.0,0.25,4,440,0.223694,0.223694,0.0,0.1,0.1,0.1,0.482514,0.27304,0.258439,0.327908
orientation_degradation,augmented_exact_k,1.0,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
orientation_degradation,augmented_exact_k,1.0,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
orientation_degradation,augmented_exact_k,1.0,0.5,4,440,0.420445,0.420445,0.0,0.333333,0.333333,0.333333,0.61991,0.459952,0.438756,0.455732
orientation_degradation,augmented_exact_k,1.0,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
orientation_degradation,augmented_exact_k,1.0,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
orientation_degradation,augmented_exact_k,1.0,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.0,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
selector_stress,at_least_k,0.0,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
selector_stress,at_least_k,0.0,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.0,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
selector_stress,at_least_k,0.0,0.5,4,440,0.508639,0.508639,0.0,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
selector_stress,at_least_k,0.0,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
selector_stress,at_least_k,0.0,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.0,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.25,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
selector_stress,at_least_k,0.25,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
selector_stress,at_least_k,0.25,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.25,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
selector_stress,at_least_k,0.25,0.5,4,440,0.508639,0.508639,0.0,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
selector_stress,at_least_k,0.25,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
selector_stress,at_least_k,0.25,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.25,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.5,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
selector_stress,at_least_k,0.5,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
selector_stress,at_least_k,0.5,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.5,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
selector_stress,at_least_k,0.5,0.5,4,440,0.508639,0.508639,0.0,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
selector_stress,at_least_k,0.5,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
selector_stress,at_least_k,0.5,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.5,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.75,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
selector_stress,at_least_k,0.75,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
selector_stress,at_least_k,0.75,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,0.75,0.5,3,476,0.565849,0.565849,0.0,0.5,0.5,0.5,0.716662,0.598398,0.5822,0.585274
selector_stress,at_least_k,0.75,0.5,4,440,0.508639,0.508639,0.0,0.436364,0.436364,0.436364,0.678448,0.543352,0.524495,0.524466
selector_stress,at_least_k,0.75,0.75,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.75,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.75,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,0.75,4,440,0.649869,0.649869,0.0,0.6,0.6,0.6,0.775978,0.678955,0.663139,0.63005
selector_stress,at_least_k,0.75,1.0,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,1.0,2,430,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,1.0,3,476,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,0.75,1.0,4,440,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,1.0,0.25,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,1.0,0.25,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
selector_stress,at_least_k,1.0,0.25,3,476,0.423733,0.423733,0.0,0.333333,0.333333,0.333333,0.619029,0.461096,0.450049,0.48298
selector_stress,at_least_k,1.0,0.25,4,440,0.420024,0.420024,0.0,0.333333,0.333333,0.333333,0.614318,0.457361,0.44056,0.464683
selector_stress,at_least_k,1.0,0.5,1,1054,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
selector_stress,at_least_k,1.0,0.5,2,430,0.435563,0.435563,0.0,0.333333,0.333333,0.333333,0.649819,0.474827,0.469505,0.516658
